StudentID,FirstName,LastName,DateOfBirth,Email,Phone,Address,Department,EnrollmentYear,CGPA,Maths_Marks,Programming_Marks,Data Structures_Marks,Database_Marks,AI_Marks,Maths_Assignment_Status,Programming_Assignment_Status,Data Structures_Assignment_Status,Database_Assignment_Status,AI_Assignment_Status,Semester,Attendance_Percentage,Course,Building_Block,Fees_Status
S00524,Michelle,Martinez,2004-03-26,robert70@gmail.com,4969138215,"384 Jeremiah Underpass, Lake Dianafort, ID 07539",EEE,2015,3.55,82,87,44,90,98,Submitted,Pending,Submitted,Pending,Submitted,3,68,B.Tech,B Block,Paid
S00525,Caitlin,Cox,2002-04-18,amandalarson@wade.com,001-933-655-7274x6904,"147 Angela Lock Apt. 419, East Michaelburgh, MN 21599",Architecture,2022,2.79,91,68,78,77,91,Late,Late,Submitted,Submitted,Submitted,7,79,BSc CS,B Block,Pending
S00526,Heather,Williams,2005-12-07,ssoto@hotmail.com,391-545-4773x85975,"166 Jasmine Ridge, Port Lauren, KY 55222",EEE,2015,2.96,51,64,44,56,97,Submitted,Submitted,Submitted,Submitted,Submitted,3,97,BBA,A Block,Partial
S00527,Jacob,Sanchez,2002-07-30,jenniferdeleon@gmail.com,039-868-1037,"634 Sherry Grove Suite 585, West Sarah, ME 33926",EEE,2023,3.68,81,72,80,73,72,Submitted,Late,Submitted,Submitted,Late,2,94,BSc CS,A Block,Pending
S00528,Denise,Ayala,2000-09-07,iwolf@hotmail.com,974.338.2235,"657 Justin Center Suite 641, South Jenny, WY 99140",EEE,2020,3.06,45,72,84,73,66,Submitted,Pending,Pending,Submitted,Submitted,6,92,BSc CS,A Block,Paid
S00529,Amber,Rhodes,2001-05-18,fritzaaron@edwards-yates.info,3169109382,"2773 Matthew Street Apt. 558, Warrenside, NC 57495",ME,2015,3.68,44,71,72,98,80,Submitted,Submitted,Submitted,Submitted,Submitted,6,92,B.Tech,D Block,Paid
S00530,Scott,Saunders,2005-03-02,meyerssandra@gmail.com,+1-383-243-1106x7304,"849 Johnson Crossing Suite 544, Rasmussenhaven, WY 66745",Architecture,2022,2.97,51,98,71,47,51,Pending,Pending,Submitted,Submitted,Submitted,2,65,BCA,D Block,Partial
S00531,Preston,Conner,2004-09-28,forbesgrant@smith.com,773-929-2454,"72450 Zavala Shoals, West Luis, AL 25202",Architecture,2021,2.98,71,74,68,86,59,Pending,Submitted,Submitted,Submitted,Submitted,3,86,B.Arch,B Block,Paid
S00532,Manuel,Garcia,2003-03-01,wallsmichael@yahoo.com,8442424077,"43637 Ramirez Isle, Markchester, WY 81725",Architecture,2019,2.11,59,52,71,78,54,Pending,Submitted,Submitted,Submitted,Pending,8,72,B.Tech,C Block,Pending
S00533,Stephanie,Acosta,2000-02-02,jonesangela@hill-sutton.net,9486933947,"77438 Stephanie Station, Jonesview, WY 82784",CE,2020,3.35,69,67,68,71,83,Submitted,Submitted,Pending,Submitted,Late,1,77,BSc CS,B Block,Pending
S00534,Tommy,Lopez,2002-01-15,griffithkenneth@sullivan.com,(461)782-6412x5774,"0943 Casey Tunnel, Port Joel, IA 34973",CE,2016,3.25,93,75,90,73,49,Submitted,Submitted,Submitted,Pending,Submitted,2,61,BCA,C Block,Paid
S00535,Elizabeth,Murphy,2006-04-07,mrobinson@gmail.com,929-658-4213x53899,"09556 Stephanie Route Apt. 207, West Krystalview, MO 58865",Architecture,2015,3.94,86,72,66,58,77,Submitted,Submitted,Submitted,Late,Submitted,6,93,BCA,C Block,Paid
S00536,Daniel,Stephenson,1999-11-05,jeffrey91@yahoo.com,001-131-882-8956x056,"8468 Kimberly Groves Apt. 648, Michellefort, NV 54953",CE,2017,2.49,57,66,71,49,69,Submitted,Submitted,Submitted,Submitted,Submitted,6,78,B.Tech,D Block,Pending
S00537,Rebekah,Fernandez,2003-01-14,igonzalez@hotmail.com,(570)433-8433x5181,"2944 Rebecca Crescent Suite 204, Brianchester, SD 08460",EEE,2020,2.21,61,82,72,74,97,Pending,Submitted,Submitted,Submitted,Late,1,91,BSc CS,D Block,Paid
S00538,Daniel,Byrd,2005-11-12,wardangela@padilla-zimmerman.biz,359.591.7024,"244 Dorsey Bypass, New Beth, KY 29523",ME,2017,3.47,70,88,81,86,73,Pending,Late,Submitted,Submitted,Submitted,1,97,BCA,A Block,Partial
S00539,Jocelyn,Jones,2004-10-04,mcneilkatherine@yahoo.com,001-738-910-6502x70249,"711 Davis Plain, New Meghanfort, TN 22562",Architecture,2018,3.44,62,83,75,68,82,Submitted,Pending,Pending,Late,Pending,7,76,B.Tech,A Block,Pending
S00540,Vanessa,Kelly,1999-11-11,john82@gmail.com,1525738374,"465 Smith Brook, Jaimeborough, ND 47530",BBA,2022,3.84,68,73,86,83,85,Pending,Submitted,Late,Late,Submitted,3,73,BSc CS,D Block,Pending
S00541,Kelly,Michael,2001-05-21,melaniepatel@gmail.com,001-815-187-2600x7488,"9055 Hayden Divide, Kimstad, PA 11786",ME,2019,3.61,81,49,64,97,49,Submitted,Pending,Submitted,Pending,Pending,1,80,B.Tech,A Block,Pending
S00542,Joseph,Taylor,2001-03-21,latasha95@yahoo.com,001-485-639-0635x013,"16043 Heather Shoals Suite 713, Gregoryborough, ME 14561",Architecture,2021,3.87,61,97,50,61,68,Submitted,Late,Pending,Submitted,Submitted,4,97,B.Arch,A Block,Paid
S00543,Abigail,Ford,2000-05-06,villegaschristopher@ferguson-henderson.net,(675)918-0267,"27741 Stephanie Plain, South Michael, HI 61124",EEE,2017,2.47,88,81,58,99,72,Submitted,Pending,Submitted,Pending,Submitted,4,77,B.Tech,A Block,Paid
S00544,Sergio,Rodriguez,1999-02-03,grantamy@hotmail.com,2062866658,"820 Lisa Vista, West Jose, TN 16886",Architecture,2021,2.4,67,91,90,43,90,Submitted,Submitted,Submitted,Pending,Late,4,88,BBA,C Block,Paid
S00545,Casey,Douglas,2005-05-18,poperyan@davis-matthews.com,+1-638-479-4520x970,"1614 Wright Bypass Apt. 012, West Sabrinafort, AZ 42172",CE,2021,2.94,78,62,64,59,89,Submitted,Submitted,Submitted,Late,Pending,1,94,BBA,Admin Block,Paid
S00546,Eric,Zuniga,2006-11-09,buckleyjoseph@olson.com,(631)978-4219x01332,"865 Pierce Trace, Raymondbury, KS 97001",CE,2022,3.26,55,89,40,80,95,Submitted,Submitted,Pending,Late,Pending,4,85,BCA,B Block,Paid
S00547,Rebecca,Romero,2001-01-18,joseph01@yahoo.com,001-495-256-9543x336,"3082 Isaac Square, West Ryan, ME 34002",ME,2016,2.55,64,49,51,76,73,Pending,Submitted,Submitted,Submitted,Submitted,2,77,BSc CS,A Block,Pending
S00548,Anita,Nolan,2000-01-25,obailey@jones.org,001-513-167-6985x779,"84687 Camacho Plains, West Katherine, GA 11795",ME,2015,2.44,87,64,93,76,82,Pending,Submitted,Submitted,Submitted,Submitted,6,65,B.Tech,B Block,Pending
S00549,Jose,Knight,1999-06-07,floresashley@ortiz.com,907-377-2117,"Unit 1764 Box 5377, DPO AA 23135",CSE,2020,3.06,67,77,81,75,47,Submitted,Pending,Submitted,Late,Submitted,3,97,BCA,Admin Block,Pending
S00550,Ashley,Fischer,1999-05-05,paula11@williams.info,904-387-6390,"92951 Black Parks, East Andrewfort, RI 86484",ME,2021,3.25,92,73,98,76,65,Pending,Submitted,Submitted,Submitted,Submitted,1,84,BSc CS,D Block,Partial
S00551,John,Lopez,2005-02-18,tylerbrandi@hotmail.com,+1-536-473-3991x4841,"USNV Porter, FPO AE 65113",Architecture,2018,2.99,52,76,83,99,45,Late,Late,Late,Submitted,Submitted,4,91,B.Tech,C Block,Paid
S00552,Patricia,Brown,2006-11-13,danielle58@hotmail.com,001-418-918-5907x41257,"509 Kevin Estate, Johnsonborough, FL 11029",EEE,2023,2.94,86,85,44,66,96,Late,Submitted,Submitted,Submitted,Late,7,84,B.Tech,Admin Block,Paid
S00553,Stephanie,Brown,2004-11-22,wmorris@peterson.com,072-149-0686,"85758 Andrea Turnpike Apt. 433, Floydland, CO 93520",ME,2016,3.41,64,56,84,44,47,Submitted,Submitted,Pending,Pending,Submitted,7,89,B.Tech,B Block,Paid
S00554,Charles,Miller,2002-02-26,sarah11@gmail.com,664.817.7314,"1749 Powers Corner Apt. 870, New Jamie, AL 21586",Architecture,2017,3.94,68,53,83,52,60,Submitted,Late,Pending,Submitted,Late,7,97,BSc CS,C Block,Paid
S00555,Kevin,Phillips,2002-07-09,janet71@garcia.net,330.000.2507x6205,"9948 Stephen Mews Suite 818, North Randallborough, MT 17025",Architecture,2021,3.08,80,92,44,91,63,Submitted,Submitted,Pending,Submitted,Late,2,60,B.Tech,B Block,Paid
S00556,Benjamin,Daugherty,2000-03-14,omitchell@hotmail.com,(537)884-7334,"5825 Wade Mountains, Perryville, IN 28993",ME,2017,2.11,43,55,87,82,47,Submitted,Submitted,Pending,Late,Submitted,2,83,BBA,Admin Block,Partial
S00557,Betty,Fritz,2000-05-05,hannahmartinez@foster-obrien.com,072.829.5695,"8746 Jones Springs, Teresafort, CT 06201",EEE,2018,2.66,41,58,81,44,63,Pending,Submitted,Submitted,Submitted,Late,5,63,BBA,D Block,Paid
S00558,Michelle,Castro,2005-08-30,ucarroll@burgess.com,231-858-7136,"33961 Wallace Trafficway, East Larry, KS 10219",CE,2018,2.31,79,69,69,86,85,Pending,Submitted,Submitted,Submitted,Submitted,8,82,BBA,A Block,Paid
S00559,Francisco,Robinson,2003-03-18,angelafrancis@irwin-payne.net,+1-084-109-6654x00819,"5036 Lee Trace Apt. 895, Newmantown, MA 22517",CSE,2020,3.84,97,41,76,69,82,Late,Submitted,Late,Submitted,Pending,8,77,B.Arch,B Block,Paid
S00560,Eric,Harding,2004-10-07,christine72@hotmail.com,+1-616-162-6351x969,"740 Castro Mount, Heatherside, WY 05866",EEE,2020,3.96,54,72,75,79,87,Submitted,Submitted,Submitted,Submitted,Submitted,3,70,BSc CS,D Block,Paid
S00561,Jason,Johnson,2002-01-14,eharris@yahoo.com,+1-611-537-9735x23363,"31846 Charles Walk, Levyville, ND 24505",CE,2019,2.66,92,94,62,79,59,Late,Submitted,Submitted,Submitted,Pending,1,86,BCA,C Block,Pending
S00562,Brian,Bryant,2004-12-31,kyleortega@conrad.com,+1-020-869-2221x2375,"17948 Cardenas Bypass Apt. 998, Rebeccaborough, TX 74597",CE,2016,2.52,93,99,69,45,50,Submitted,Submitted,Submitted,Submitted,Submitted,3,77,B.Tech,D Block,Paid
S00563,Michelle,Rodriguez,2001-10-11,marshallpenny@yahoo.com,(745)731-6213,"02204 Paul Station Apt. 708, East Amanda, WY 18760",Architecture,2016,2.19,83,42,42,90,85,Pending,Submitted,Submitted,Submitted,Pending,5,71,BCA,A Block,Paid
S00564,Renee,Perez,2000-04-24,gina69@gmail.com,(207)605-1707x56144,"PSC 4312, Box 1014, APO AP 39959",ME,2017,2.0,46,49,72,46,55,Submitted,Pending,Submitted,Late,Submitted,8,83,BSc CS,Admin Block,Paid
S00565,Sandra,Thornton,1998-12-31,michelle41@cummings.org,909.668.4032,"PSC 3137, Box 2673, APO AE 77546",EEE,2023,3.74,65,53,48,71,55,Submitted,Pending,Submitted,Submitted,Submitted,6,86,BCA,B Block,Partial
S00566,Megan,Mccall,2006-03-19,danny76@yahoo.com,(025)801-4631,"4313 Meyer Creek, Port Charlesstad, AZ 41077",EEE,2015,3.14,74,44,50,69,69,Submitted,Submitted,Pending,Pending,Pending,8,93,BBA,D Block,Paid
S00567,Sarah,Copeland,2004-09-11,garciakaren@yahoo.com,+1-896-876-7623x0637,"2699 Velasquez Gateway, Allenland, NC 61141",CE,2023,2.36,89,50,42,81,62,Submitted,Submitted,Submitted,Pending,Late,8,60,B.Tech,C Block,Paid
S00568,Stephen,Nelson,2001-03-17,hbeck@hotmail.com,+1-564-730-2002x109,"Unit 1597 Box 4939, DPO AA 33284",Architecture,2022,3.93,87,49,66,95,50,Submitted,Submitted,Late,Submitted,Submitted,1,74,BSc CS,A Block,Paid
S00569,Cindy,Weaver,2004-07-29,bbishop@reyes.com,(906)297-2435,"532 Shane Port Apt. 230, South Jeffreyside, UT 62418",Architecture,2019,2.24,71,94,40,80,43,Submitted,Submitted,Pending,Submitted,Submitted,3,87,BCA,Admin Block,Paid
S00570,Ashley,Evans,1999-05-25,jose44@watson-mitchell.com,3555496158,"47371 Jeffrey Rue Suite 743, Lake Jacqueline, WI 31846",CE,2021,3.58,98,41,62,70,56,Submitted,Late,Pending,Submitted,Submitted,1,72,BSc CS,D Block,Pending
S00571,Wayne,Smith,2002-05-08,mooremeagan@duran.com,(035)767-7419,"564 Jacqueline Island, Port Alexanderberg, MS 54880",ME,2022,3.92,61,66,58,48,42,Submitted,Submitted,Submitted,Submitted,Submitted,6,79,BBA,D Block,Pending
S00572,Warren,Dixon,1999-08-12,gail79@turner.com,231.209.5819x9990,"USS Greer, FPO AE 11916",BBA,2023,3.59,97,71,85,90,41,Submitted,Submitted,Submitted,Submitted,Pending,7,96,B.Arch,Admin Block,Partial
S00573,Ana,Heath,2001-06-29,erinnavarro@yahoo.com,(864)816-9215x131,"1989 Gomez Passage Apt. 005, New Glorialand, PA 42733",Architecture,2016,3.22,56,77,97,63,44,Submitted,Pending,Submitted,Submitted,Submitted,2,86,BCA,B Block,Paid
S00574,Maurice,Green,1999-04-08,nelsonstephen@brown.com,+1-075-513-6230x66260,"15631 Patrick Pine Apt. 440, Heatherville, WY 59027",ME,2017,2.6,95,99,64,77,87,Submitted,Submitted,Submitted,Submitted,Pending,8,65,BSc CS,B Block,Paid
S00575,Daniel,Norman,2005-07-04,thompsonmark@baker.com,+1-448-039-6696,"2242 Judith Fork Apt. 770, Ericmouth, KS 21360",ME,2023,2.7,98,85,51,50,83,Submitted,Late,Submitted,Submitted,Submitted,3,73,BCA,C Block,Paid
S00576,Eric,Wilson,2000-04-19,laurashaw@yahoo.com,850.783.6749x9024,"719 Charlotte Forks Suite 032, Smithside, UT 07920",ME,2017,2.4,55,70,60,55,67,Late,Submitted,Submitted,Submitted,Late,1,81,BCA,C Block,Paid
S00577,Rhonda,Rogers,2005-07-27,ruben75@gmail.com,+1-039-939-8380x8850,"60290 Miller Flat, Matastad, WI 78938",ME,2018,3.06,98,70,83,58,94,Late,Pending,Submitted,Late,Late,7,88,B.Tech,C Block,Pending
S00578,Lisa,Brewer,2005-08-23,bbrown@torres.com,+1-611-827-4742x8754,"13804 Tony Street, North Michaelbury, VT 29057",Architecture,2022,3.21,64,77,43,51,58,Pending,Pending,Submitted,Pending,Late,3,69,BBA,B Block,Pending
S00579,Richard,Adams,2000-07-23,linda13@gmail.com,900.375.8920x65533,"87054 Jeremy Trail Suite 814, New Shannonside, PA 65273",Architecture,2016,2.05,50,64,48,51,51,Pending,Submitted,Submitted,Submitted,Submitted,2,92,B.Tech,C Block,Paid
S00580,Elizabeth,Lee,2002-02-21,jlopez@hotmail.com,001-920-044-2933x714,"7938 Daugherty Estate Suite 433, Erinland, AZ 92612",ME,2021,3.33,69,89,60,43,96,Submitted,Submitted,Submitted,Submitted,Submitted,1,93,BCA,Admin Block,Pending
S00581,Jennifer,Johnson,2000-02-02,christopher88@gmail.com,(096)930-9179,"Unit 3360 Box 5038, DPO AP 81202",ME,2023,2.37,60,86,49,77,61,Submitted,Pending,Pending,Submitted,Submitted,6,73,B.Tech,B Block,Pending
S00582,Shawn,Jones,2000-09-01,justin92@nicholson.org,266-752-9592x5312,"80021 Cody Path, Port Kylemouth, KY 88260",Architecture,2015,2.9,41,83,96,76,47,Submitted,Submitted,Submitted,Submitted,Submitted,7,94,B.Tech,C Block,Partial
S00583,Heather,Winters,2001-03-15,zmoore@gutierrez-romero.com,+1-106-099-5129x325,"19537 Angela Estate, Morrisonberg, TN 06638",ME,2019,3.78,75,46,42,46,47,Submitted,Submitted,Late,Submitted,Submitted,6,75,B.Arch,D Block,Paid
S00584,Rebecca,Martin,2005-06-10,gomezteresa@hotmail.com,119.308.3339,"11782 Crystal Lane, North Danielport, KS 11471",CE,2017,3.57,79,53,41,83,94,Late,Pending,Submitted,Submitted,Submitted,7,82,BBA,B Block,Paid
S00585,Albert,Frank,2006-04-26,brianna19@gmail.com,+1-880-299-3350,"65704 Duncan Roads, North Richardbury, KY 23226",BBA,2019,2.4,89,65,77,80,60,Pending,Submitted,Submitted,Submitted,Submitted,5,99,B.Arch,B Block,Pending
S00586,Tara,Turner,2000-06-10,lisaaustin@yahoo.com,001-411-241-4076x0429,"996 Sarah Well, East Josephland, MI 77343",CE,2018,2.05,53,80,48,81,79,Late,Submitted,Submitted,Submitted,Pending,1,82,BCA,C Block,Paid
S00587,Ryan,Marshall,1999-04-25,dhicks@gmail.com,017.042.5674,"94447 Rebecca Extensions Apt. 827, Salazarfort, UT 28974",BBA,2022,2.52,72,53,59,67,64,Submitted,Submitted,Submitted,Submitted,Late,6,61,B.Tech,A Block,Paid
S00588,Rachel,Lowery,2006-11-14,tina59@miller.com,803-280-1765,"1203 Linda Lodge, South Matthew, WY 89808",ME,2015,4.0,51,47,48,83,42,Submitted,Submitted,Pending,Pending,Submitted,4,80,BCA,Admin Block,Partial
S00589,Dan,Lopez,2000-02-02,rileysean@dunn.biz,276-635-8448x734,"8761 Cunningham Camp Apt. 123, Davisland, AK 99421",CSE,2022,2.51,40,63,43,92,80,Pending,Submitted,Submitted,Submitted,Late,7,74,BBA,D Block,Pending
S00590,Melissa,Holloway,2006-07-20,kristinpaul@yahoo.com,001-314-071-8896,"2484 Frederick Mews Apt. 326, Matthewborough, AZ 41927",CSE,2023,2.79,95,77,61,88,76,Submitted,Submitted,Submitted,Submitted,Submitted,2,72,BBA,D Block,Partial
S00591,Kimberly,Garza,2002-12-31,powellpaul@gmail.com,439.056.6388x886,"12325 Kimberly Village Suite 154, Lake Jill, TX 41292",ME,2021,2.87,43,62,55,50,74,Submitted,Submitted,Pending,Late,Submitted,7,64,B.Tech,C Block,Pending
S00592,Steven,Johnson,2005-07-22,edickerson@faulkner.org,186.832.1804x36000,"62533 Martha Springs, North Jamesbury, KY 82343",Architecture,2020,3.83,55,99,73,83,94,Submitted,Pending,Submitted,Submitted,Submitted,4,91,B.Arch,C Block,Partial
S00593,Patricia,Cortez,1999-06-11,ralph07@christensen.com,359.098.0611,"7000 Katherine Land Apt. 670, Moralesview, DC 23505",ME,2016,2.57,68,79,58,42,66,Pending,Submitted,Submitted,Submitted,Submitted,5,96,BSc CS,B Block,Paid
S00594,Kimberly,Smith,2006-08-20,sean71@hotmail.com,397-858-4416,"804 Wendy Union Suite 841, Adrianashire, IL 23242",EEE,2017,3.17,90,89,50,64,86,Submitted,Late,Submitted,Submitted,Submitted,7,98,BSc CS,B Block,Paid
S00595,Heather,Gregory,2000-06-15,oconnorchristina@weaver-gonzales.com,417-410-9177x1859,"5767 Farrell Junction Apt. 345, Stewartmouth, FL 90838",Architecture,2019,2.21,56,58,42,66,60,Submitted,Late,Submitted,Pending,Submitted,6,76,B.Arch,D Block,Paid
S00596,Thomas,Lopez,2000-08-17,kylepark@stevens.com,001-630-602-0986,"0461 Hannah Path Suite 619, Collinstown, SC 99306",BBA,2018,3.71,64,56,52,51,66,Submitted,Submitted,Submitted,Pending,Submitted,6,78,BBA,B Block,Pending
S00597,Gail,Chavez,2005-09-27,kvasquez@armstrong.com,001-355-444-1722x0973,"893 Wilkerson Fort Suite 374, South Debraside, WY 09829",EEE,2023,2.56,41,83,92,61,73,Submitted,Submitted,Submitted,Submitted,Submitted,1,99,BCA,B Block,Paid
S00598,Sarah,Weiss,2006-07-03,mcculloughrobert@howell-williams.org,001-593-539-4088x30874,"2952 Williams Isle, North Joseph, MD 41953",ME,2021,2.59,61,68,49,42,62,Submitted,Submitted,Pending,Submitted,Submitted,4,84,BSc CS,C Block,Paid
S00599,John,Harris,2000-04-28,crossjoseph@lynch-wagner.com,+1-535-589-3961x573,"350 Ferguson Tunnel Apt. 579, Port Daniel, WV 85343",BBA,2016,2.35,52,65,84,58,40,Late,Submitted,Pending,Submitted,Submitted,6,68,B.Tech,Admin Block,Paid
S00600,Jessica,Munoz,2006-12-18,mary21@hotmail.com,(446)406-9059,"12532 Miller Walks Suite 157, New Jamie, NE 87426",CSE,2023,3.21,94,96,66,62,73,Submitted,Submitted,Pending,Submitted,Submitted,7,63,BBA,B Block,Paid
S00601,Benjamin,Melton,1999-08-20,holly92@hotmail.com,(979)816-0356x6438,"87099 Nelson Dale Apt. 321, North Judyland, UT 81055",BBA,2018,2.84,97,97,87,99,76,Submitted,Late,Submitted,Submitted,Pending,1,64,B.Tech,A Block,Paid
S00602,Anna,Parks,2001-05-26,parrishedward@hotmail.com,+1-990-491-7587x061,"2618 Woodward Ville, Michaelfurt, MD 17858",CSE,2015,2.78,42,55,60,77,60,Late,Submitted,Submitted,Submitted,Submitted,7,80,BBA,C Block,Paid
S00603,Jessica,Lane,2000-11-04,victorbennett@wise.com,533-674-5037x72931,"830 Jessica Stream, New Michellefurt, WV 09000",CE,2020,2.18,50,97,65,51,72,Submitted,Submitted,Submitted,Submitted,Submitted,4,73,B.Arch,D Block,Paid
S00604,Jessica,Bowen,2004-09-14,gilesjose@gmail.com,854.380.4729x36351,"518 Wolfe Neck, South Scott, TX 14080",CSE,2015,2.74,75,66,90,46,68,Pending,Submitted,Submitted,Submitted,Pending,3,98,BCA,D Block,Paid
S00605,Meredith,Gaines,2006-11-24,vlindsey@ramirez.com,681.885.7649,"83846 Michelle Cliff, Hicksland, FL 09946",EEE,2018,3.32,64,72,48,98,44,Submitted,Submitted,Submitted,Submitted,Submitted,5,65,BCA,B Block,Paid
S00606,Shannon,Williams,2002-07-10,rstephenson@yahoo.com,(232)503-4405,"557 Melissa Gardens Apt. 788, Christopherside, UT 32109",ME,2023,3.22,91,72,90,72,69,Submitted,Submitted,Submitted,Pending,Late,1,87,BSc CS,Admin Block,Paid
S00607,Jesus,Sanders,1999-10-29,davidballard@yahoo.com,844.024.5884,"54966 Susan Camp, Port Michaelstad, KS 12006",CE,2021,2.16,65,69,50,81,78,Submitted,Pending,Submitted,Pending,Submitted,1,89,B.Arch,D Block,Paid
S00608,Taylor,Boyd,2006-02-13,eric95@smith.com,682-266-6442x990,"14801 Buckley Summit Suite 052, Williamborough, CT 88458",CE,2018,3.77,47,86,56,98,52,Pending,Submitted,Submitted,Submitted,Submitted,4,84,B.Tech,C Block,Paid
S00609,Carol,Armstrong,2001-04-23,michael75@meyer.com,001-288-973-1287x0692,"Unit 7874 Box 7012, DPO AP 73092",CSE,2021,2.85,56,48,96,97,50,Pending,Submitted,Submitted,Late,Submitted,5,99,B.Tech,C Block,Paid
S00610,Janet,Andrews,2000-08-14,sheilalewis@yahoo.com,873-924-8296x5656,"699 Martin River, New Debrafort, NH 66828",BBA,2022,2.06,77,55,44,79,44,Submitted,Submitted,Late,Submitted,Submitted,2,78,B.Tech,A Block,Partial
S00611,Corey,Jones,2003-03-17,amandawilliams@conner-padilla.biz,7670444554,"9816 Whitney Row, North Jasonshire, WY 30129",ME,2022,3.73,63,66,83,48,80,Submitted,Late,Submitted,Submitted,Submitted,2,98,BCA,C Block,Paid
S00612,Colleen,Smith,2000-01-15,gregory65@hotmail.com,074-527-6693x30687,"31824 Pamela Fall, Galvanview, IN 51977",ME,2023,3.2,90,86,58,45,82,Submitted,Submitted,Submitted,Late,Late,6,62,BCA,Admin Block,Paid
S00613,Christian,Galvan,2001-06-21,othompson@walker.com,(026)148-3430,"76584 Freeman Brook, West Carl, ME 77995",CE,2021,2.58,64,68,40,96,90,Submitted,Submitted,Submitted,Late,Submitted,1,94,BSc CS,Admin Block,Paid
S00614,Megan,Sims,2004-09-13,medinadawn@torres.org,863.425.3452x226,"8223 Austin Roads, East Megan, DE 36185",EEE,2018,3.78,89,62,67,93,40,Submitted,Submitted,Submitted,Pending,Pending,2,94,BSc CS,A Block,Paid
S00615,Hannah,Miller,2001-06-27,jesusbrown@lee-gordon.com,939-419-9574x586,"30289 Boyd Junction, Davidberg, IL 60809",ME,2021,3.65,87,40,88,58,60,Submitted,Submitted,Pending,Submitted,Pending,5,71,BCA,D Block,Pending
S00616,Clayton,Kaiser,2004-11-30,jennifer05@hotmail.com,(403)353-0963x115,"6916 Chavez Fork, Shawmouth, OH 29466",ME,2016,2.15,64,63,82,51,91,Late,Pending,Pending,Submitted,Submitted,3,86,B.Arch,D Block,Paid
S00617,Susan,Norman,2001-12-11,dtaylor@harper.com,8411554053,"PSC 1967, Box 7124, APO AA 10295",Architecture,2017,3.86,51,44,50,64,74,Submitted,Submitted,Submitted,Submitted,Late,1,74,BSc CS,A Block,Pending
S00618,William,Bowman,2006-02-18,kathrynbrown@yahoo.com,(861)787-3644x5906,"9920 Peters Springs, Shaffermouth, MS 49007",BBA,2020,3.56,91,57,88,78,69,Submitted,Submitted,Submitted,Submitted,Submitted,3,65,BBA,B Block,Pending
S00619,Mckenzie,Clark,2005-10-01,perezchristie@gmail.com,234.008.3089,"528 Johnson Burg, South Christinaborough, DC 97250",BBA,2017,3.75,82,72,89,85,93,Pending,Submitted,Pending,Submitted,Submitted,1,96,BBA,Admin Block,Paid
S00620,Jessica,Wilson,2004-04-04,marcharris@hotmail.com,001-663-709-8624x00953,"057 Lori Motorway, Davidtown, IN 60631",CE,2016,2.95,72,52,73,54,40,Submitted,Pending,Submitted,Submitted,Submitted,2,95,BCA,D Block,Pending
S00621,Nicole,Hamilton,2004-08-25,jonesyvette@kim-hayes.com,+1-122-807-3034x1745,"66739 Townsend Shores Suite 123, Amandachester, CT 80592",CSE,2015,3.09,93,69,92,77,57,Late,Submitted,Submitted,Pending,Late,3,99,BCA,B Block,Paid
S00622,Natasha,Johnson,2004-09-19,mary87@hotmail.com,+1-891-236-6036x51000,"97343 Alexis Forges Apt. 851, East Ianhaven, MS 11306",ME,2019,3.17,65,93,97,61,70,Pending,Pending,Submitted,Submitted,Submitted,3,82,BBA,D Block,Pending
S00623,Jennifer,Jimenez,2004-12-05,bstephenson@nelson.org,501-013-3982x26827,"439 Price Hill Suite 730, Christophertown, IL 61333",BBA,2023,2.79,74,43,57,71,60,Late,Submitted,Submitted,Submitted,Submitted,6,91,B.Arch,A Block,Paid
S00624,Daniel,Bailey,2001-09-19,adammontes@yahoo.com,218.723.2557x98592,"61390 Jonathan Mountains Apt. 900, Alvarezfurt, ME 04957",EEE,2019,3.73,76,50,73,99,52,Submitted,Late,Pending,Pending,Submitted,1,98,BCA,D Block,Pending
S00625,Pamela,Orozco,1999-10-27,debbie01@yahoo.com,+1-401-984-1604,"8344 Benjamin Hills, Port Annaland, RI 83151",EEE,2018,2.61,49,55,49,95,43,Submitted,Submitted,Submitted,Submitted,Submitted,4,90,BCA,Admin Block,Paid
S00626,Jennifer,Johnson,2004-12-18,mccormickbrett@dougherty.com,001-711-527-6424,"PSC 7969, Box 1358, APO AA 72729",CE,2022,2.5,78,79,82,40,49,Submitted,Submitted,Submitted,Submitted,Submitted,5,99,BBA,D Block,Paid
S00627,William,Riley,2005-09-26,jholmes@yahoo.com,8051880135,"75255 Jeremy Run, Sethburgh, ME 74286",BBA,2018,3.55,41,63,51,65,80,Pending,Submitted,Submitted,Submitted,Submitted,8,69,B.Arch,D Block,Paid
S00628,Heidi,Bennett,2000-07-29,kimberly95@robbins.com,(245)687-8176,"8798 Robert Corner, West Victoria, WI 34574",CSE,2016,3.4,41,60,46,77,58,Submitted,Submitted,Submitted,Submitted,Submitted,4,77,B.Tech,C Block,Partial
S00629,Angela,Fox,2006-01-24,chodge@gmail.com,(247)032-8306,"5544 Holland Row Suite 732, Brittanymouth, WI 42379",CE,2015,2.99,57,97,65,75,68,Submitted,Submitted,Late,Submitted,Late,4,80,B.Tech,B Block,Paid
